###ÄNSI###

sympathy_vernacular;Sympathy for [vernacular.GetGroupName];;;;;;;;;;;;;x
sympathy_vernacular_desc;This character, though not a follower of any of the [vernacular.GetGroupName] faiths, has a special sympathy and understanding for those faiths and their practitioners.;;;;;;;;;;;;;x
sympathy_old_world_cults;Sympathy for [old_world_cultist_group.GetGroupName];;;;;;;;;;;;;x
sympathy_old_world_cults_desc;This character, though not a follower of any of the [old_world_cultist_group.GetGroupName] faiths, has a special sympathy and understanding for those faiths and their practitioners.;;;;;;;;;;;;;x
sympathy_scholastic;Sympathy for [scholastic.GetGroupName];;;;;;;;;;;;;x
sympathy_scholastic_desc;This character, though not a follower of any of the [scholastic.GetGroupName] faiths, has a special sympathy and understanding for those faiths and their practitioners.;;;;;;;;;;;;;x
sympathy_islamosyncretic;Sympathy for [islamosyncretic.GetGroupName];;;;;;;;;;;;;x
sympathy_islamosyncretic_desc;This character, though not a follower of any of the [islamosyncretic.GetGroupName] faiths, has a special sympathy and understanding for those faiths and their practitioners.;;;;;;;;;;;;;x
sympathy_universalist;Sympathy for [universalist.GetGroupName];;;;;;;;;;;;;x
sympathy_universalist_desc;This character, though not a follower of any of the [universalist.GetGroupName] faiths, has a special sympathy and understanding for those faiths and their practitioners.;;;;;;;;;;;;;x
sympathy_buddhist;Sympathy for [buddhist_group.GetGroupName];;;;;;;;;;;;;x
sympathy_buddhist_desc;This character, though not a follower of any of the [buddhist_group.GetGroupName] faiths, has a special sympathy and understanding for those faiths and their practitioners.;;;;;;;;;;;;;x
sympathy_eastern;Sympathy for [eastern.GetGroupName];;;;;;;;;;;;;x
sympathy_eastern_desc;This character, though not a follower of any of the [eastern.GetGroupName] faiths, has a special sympathy and understanding for those faiths and their practitioners.;;;;;;;;;;;;;x
branch_nuclearism;Physicist;;;;;;;;;;;;;x
branch_nuclearism_desc;This character has sworn to the esoteric order of Physicism, believing the world Monad forged was built upon the the gleaming brilliance of the smallest streams of life and that the rebellious spirits of Atomos simply misunderstood the honor bestowed by Monad to create Wisdom.;;;;;;;;;;;;;x
branch_medicalism;Physicians;;;;;;;;;;;;;x
branch_medicalism_desc;This character has sworn to the Hippocratic Oath believing the world Monad forged upon the stream can be learnt through the studious application of reason by understanding how the life-stream interacts with the essence of mortality.;;;;;;;;;;;;;x
branch_industrialism;Forgers;;;;;;;;;;;;;x
branch_industrialism_desc;This character has sworn on the Order of the Forgers, a great guild of Humanity whom forged the great machines of Old which was used to shape the world in the image of Monad's Great Wisdom.;;;;;;;;;;;;;x
branch_idealism;Idealism;;;;;;;;;;;;;x
branch_idealism_desc;This character is a follower of Idealism believing the world was forged upon the will of Humanity's Perception of the Divine Force of Truth and thus train vigorously to "change" their reality so that they may become closer to Ultimate Enlightment.;;;;;;;;;;;;;x
branch_existentialism;Existentialism;;;;;;;;;;;;;x
branch_existentialism_desc;This character is a follower of Existentialism believing the World was forged upon the Enlightment of the Creator so that humanity could experience his creation. They rigorously apply themselves so that may understand all aspects of this reality to attain Enlightment.;;;;;;;;;;;;;x
branch_romanticism;Romanticism;;;;;;;;;;;;;x
branch_romanticism_desc;This character is a follower of Romanticism for which "Beauty is in the eye of the Beholder". Believing the World was an expression of the Creator's divine spark of creativity rather than the 5 maxims of Truth of which all follow in their own ways to attain Enlightment.;;;;;;;;;;;;;x
branch_realism;Realism;;;;;;;;;;;;;x
branch_realism_desc;This character, is a follower of Realism who uphold the 5 maxims of Truth as the Creator's one truth to enlightment shunning the excess speculation on the divinty of plan for simply enjoying the world as the Creator had created it.;;;;;;;;;;;;;x
neuhumanist_associate;Associate;;;;;;;;;;;;;x
neuhumanist_associate_desc;The Rank of Associate are initiates to the Neuhumanist Rite of "University". While they have trained their mind to precieve the true clear rational of reason, they have not yet reached even a cursory understanding of divine reason. As such they remain only at the surface of this most treasured institution.;;;;;;;;;;;;;x
neuhumanist_bachelor;Bachelor;;;;;;;;;;;;;x
neuhumanist_bachelor_desc;The Rank of Bachelor are low level members in the Neuhumanist Rite of "University". They have trained their mind to precieve the true clear rational of reason, they have made a modest step into all the rites and have thus grasp a modest understanding of divine reason. As such they are honored with a gold tassel upon their hats for their achievement.;;;;;;;;;;;;;x
neuhumanist_master;Master;;;;;;;;;;;;;x
neuhumanist_master_desc;The Rank of Master are veterans of the Neuhumanist Rite of "University". They have trained their mind to precieve the true clear rational of reason, they have made a great step into all the rites and have thus grasp a considerable understanding of divine reason. As such they are honored with a gold sash upon their robes for their achievement.;;;;;;;;;;;;;x
neuhumanist_doctor;Doctoral;;;;;;;;;;;;;x
neuhumanist_doctor_desc;The Rank of Doctor are elites of the Neuhumanist Rite of "University". They have trained their mind to precieve the true clear rational of reason, they are but few that have completed all the rites and have thus grasp a clear and unabstructed understanding of divine reason. Neuhumanist far and wide have come to seek the council of this wise teacher of faith.;;;;;;;;;;;;;x
alevi;Alevi;;;;;;;;;;;;;x
alevi_desc;Alevis are a movement who adoration for Imam Ali, has squarely placed it in the Shia Tradition of Islam. While similar to Twelvers, there exist distinct differences which blends their increased spirituality and focus on the patronage of sufi orders into a tafsir of Inward-Oriented Sufi mysticism. This focus culiminating to elucidating the nature of the duality of humanity and the Perfected Form of Humanity without Original Sin.;;;;;;;;;;;;;x
apostle_cult;Cult of the Apostles;;;;;;;;;;;;;x
apostle_cult_desc;This character is a follower of the Holy Apostles, a legendary group whose ancient gospels and martyrdom helped bring the cross to the North, and through their devotion alone broke the hold of the Old Heathen Gods who once reigned supreme.;;;;;;;;;;;;;x
hiddenfolk_cult;Cult of the Hidden Folk;;;;;;;;;;;;;x
hiddenfolk_cult_desc;This character is a follower of the Hidden Folk, the spirits of the land like the Trolls, Tomte and Huldra.;;;;;;;;;;;;;x
st_lucy;Sankta Lucia;;;;;;;;;;;;;x
st_lucy_desc;This character venerates Sankta Lucia, a virgin and martyr, who, however, according to beliefs, fornsed returns to earth and in the clouds of night brings hope and light to beggars left in the frost and to innocent children keeping watch during the winter holidays.;;;;;;;;;;;;;x
st_olav;Sankt Olav;;;;;;;;;;;;;x
st_olav_desc;This character venerate Sankt Olav, who during the Apostles' journeys through Norway was baptized, so that by dying a martyr's death he did not vacate his throne, but his body together with his original throne was taken to heaven, and from there he reigns over Norway to this day, being its Eternal King and senior of the earthly king of Norway.;;;;;;;;;;;;;x
st_peter;Sankte Per;;;;;;;;;;;;;x
st_peter_desc;This character venerate Sankte Per who is a patron saint of the dead in fornsed beliefs. According to their beliefs, after death, God's will is enforced by Sankte Per, who stands guard at the gates of heaven and decides on God's behalf whether to admit a given person to Heaven.;;;;;;;;;;;;;x
nysed_elves;Cult of the Elves;;;;;;;;;;;;;x
nysed_elves_desc;This character worships elves, semi-divine beings who rule over forests and underworlds, and who bless or punish their worshippers depending on their preferences and favors. They primarily patronize scholars, poets, and common folk.;;;;;;;;;;;;;x
nysed_wild_hunt;Cult of the Wild Hunt;;;;;;;;;;;;;x
nysed_wild_hunt_desc;This character worships the Wild Hunt, the Allfather's great retinue, who periodically rides out at night on hunts and takes people to his palace far in the sky. His worshippers beg him to spare them, but they can also ask for a neighbor to be taken instead. He patronizes sinister warriors, who are usually somewhat infamous.;;;;;;;;;;;;;x
nysed_fiddler;Cult of the Fiddler;;;;;;;;;;;;;x
nysed_fiddler_desc;This character worships the Fiddler, also known as Fossegrim, a water spirit who lives in bodies of water and teaches fiddling in exchange for offerings. He is the patron saint of poets and musicians.;;;;;;;;;;;;;x
nysed_thor;Cult of the Thor;;;;;;;;;;;;;x
nysed_thor_desc;This character worship Thor, son of Allfather, who survived Ragnarok and slew the terrible serpent Jormungand. According to Nysed beliefs, worshiping him brings victory in battle and success in conquests.;;;;;;;;;;;;;x
latin_rite;Latin Rite;;;;;;;;;;;;;x
latin_rite_desc;This character follows the Latin Rite, the largest of the sui iuris Catholic Rites, which holds the many traditions and rites of Western Europe under the aegis of the Latin Patriarch, the Pope in Rome.;;;;;;;;;;;;;x
byzantine_rite;Byzantine Rite;;;;;;;;;;;;;x
byzantine_rite_desc;This character follows the Byzantine Rite, an ancient sui iuris Catholic Rite, who upholds communion with the Bishop of Rome. A representation of the Eastern Catholic Tradition the esteems patriarchal seats of Antioch and The Exarchate of Istanbul hold special reverance among those that follow their lithurgy in Ancient Koine and the various Greek Dialects.;;;;;;;;;;;;;x
alexandrian_rite;Alexandrian Rite;;;;;;;;;;;;;x
alexandrian_rite_desc;This character follows the Alexandrian Rite, an ancient sui iuris Catholic Rite, who upholds communion with the Bishop in Rome. It's leader is the Patriarch of Alexandria holds lithurgy in the local Coptic and Ge'ez Dialects.;;;;;;;;;;;;;x
maronite_rite;Maronite Rite;;;;;;;;;;;;;x
maronite_rite_desc;This character follows the West Syriac Maronite Rite, a sui iuris Catholic Rite. Their Patriarch in Antioch holds lithurgy in the local Arabic Dialects while serving in communion with the Bishop in Rome.;;;;;;;;;;;;;x
armenian_rite;Armenian Rite;;;;;;;;;;;;;x
armenian_rite_desc;This character follows the Armenian Rite, an ancient sui iuris Catholic Rite, who upholds communion with the Bishop in Rome. It's leader is the Patriarch of the Armenian Catholic Church holds lithurgy in the Armenian.;;;;;;;;;;;;;x
legendary;Legendary;;;;;;;;;;;;;x
legendary_desc;This figure is only known through oral tradition, fragmentary Old World documentation or is simply surrounded by so much myth that no one can separate fact from fiction anymore.;;;;;;;;;;;;;x
pious;Devout;;;;;;;;;;;;;x
pious_desc;This character is a devout follower of [this.GetHighGodName], attempting to follow a righteous and holy path of life.;;;;;;;;;;;;;x
sang_capetien;Sang Capétien;;;;;;;;;;;;;x
sang_capetien_desc;This character is descended from the Martyr-King Louis Laflamme through his sister, daughter, or another relative.;;;;;;;;;;;;;x
fount_of_honour;Fount of Honour;;;;;;;;;;;;;x
