#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###Delve into Tasawwuf###
EVTDESC_sufi_1;As you are prepare to delve into Tasawwuf, you immerse yourself into the long history of the Sufi Orders that exist throughout Islam and across time. One of the general goals all orders who tread this path is undergoing the process of Tazkiah (Self-Purify) to reach the state of perfection (Ihsan) and the innate nature (fitra) closest to God.;;;;;;;;;;;;x
EVTOPTA_sufi_1;Let us follow their examples!;;;;;;;;;;;;x

EVTDESC_sufi_2;As you enter this state of exploration, it becomes imperative that you choice the order that best reflects what you believe will purify yourself and to which you give your alliegence (bay'ah) to. You think to yourself what personal connection you wish to make...;;;;;;;;;;;;x
EVTOPTA_sufi_2;proactive devotion in the name of God.;;;;;;;;;;;;x
EVTOPTB_sufi_2;praise God through the gift of song and dance.;;;;;;;;;;;;x
EVTOPTC_sufi_2;inward meditations on essence of God.;;;;;;;;;;;;x

EVTDESC_sufi_3;You focus yourself on giving your entire being to keep bay'ah to the prophet and God by reinforcing Islam and keeping strict adherence to sharia and independant spirit as you attempt to reach the state of perfection.;;;;;;;;;;;;x
EVTOPTA_sufi_3;I follow al-Senussi, who blazed a new path.;;;;;;;;;;;;x
EVTOPTB_sufi_3;I follow Qadir Baghdadi the Restorer's message.;;;;;;;;;;;;x
EVTOPTC_sufi_3;I hear the wird holds great devotional power.;;;;;;;;;;;;x

EVTDESC_sufi_5;You focus yourself on giving your entire being to keep bay'ah to the prophet and God by reinforcing Islam and keeping strict adherence to sharia and independant spirit as you attempt to reach the state of perfection.;;;;;;;;;;;;x
EVTOPTA_sufi_5;I follow Shah Ni'matallah for one must serve the faithful.;;;;;;;;;;;;x

EVTDESC_sufi_6;You focus yourself on giving your entire being to keep bay'ah to the prophet and God by showing devotion through the arts. As you proudly stand before the crowd you lose yourself to the devotional hymns as you step closer to the innate roots of all things.;;;;;;;;;;;;x
EVTOPTA_sufi_6;One must hear the rememberance through devotion to the One.;;;;;;;;;;;;x

EVTDESC_sufi_6;You focus yourself on giving your entire being to keep bay'ah to the prophet and God by looking inwards and meditating on the principals which underline the innate nature and forces that are closest to God.;;;;;;;;;;;;x
EVTOPTA_sufi_6;The Fourteen Infallibles martyred by Husayn for their innocence.;;;;;;;;;;;;x

EVTDESC_sufi_8;You focus yourself on giving your entire being to keep bay'ah to the prophet and God by looking inwards and meditating on the principals which underline the innate nature and forces that are closest to God.;;;;;;;;;;;;x
EVTOPTA_sufi_8;I follow Sheikh Galip, dogma has no place in dialogue.;;;;;;;;;;;;x
EVTOPTB_sufi_8;I shall understand Kalimat-i Qudsiya and the golden chains.;;;;;;;;;;;;x
EVTOPTC_sufi_8;In khalwa, I shall remove distractions in search of God.;;;;;;;;;;;;x

EVTDESC_sufi_9;You focus yourself on giving your entire being to keep bay'ah to the prophet and God by showing devotion through the arts. As you proudly stand before the crowd you lose yourself to the devotional hymns as you step closer to the innate roots of all things.;;;;;;;;;;;;x
EVTOPTA_sufi_9;"The Celestial Lights in Praise of the Best of Creation" they say...;;;;;;;;;;;;x
